Year,Commodity,State,Yield_lb_per_acre,Acres_Harvested,Price_in_CWT,HUMIDITY_%,PH_soil_type,Population
2015,WHEAT,NEBRASKA,2280,"1,210,000",9.3500,67,6.8217,1892.059
2014,WHEAT,NEBRASKA,2940,"1,450,000",9.5667,69,7.1832,1879.955
2013,WHEAT,NEBRASKA,2100,"1,140,000",11.1833,65,6.2726,1865.813
2018,WHEAT,NEVADA,6750,"8,000",8.7500,54,6.6791,3030.725
2017,WHEAT,NEVADA,6342,"14,000",9.6000,52,6.6898,2972.097
2016,WHEAT,NEVADA,4338,"9,000",7.8167,30,6.5834,2919.555
2015,WHEAT,NEVADA,4878,"8,000",7.8167,51,6.7256,2868.531
2014,WHEAT,NEVADA,6300,"10,000",9.1333,49,7.0697,2818.935
2013,WHEAT,NEVADA,5220,"15,000",11.1333,48,6.9220,2776.956
2022,CORN,NEW JERSEY,6384,"58,000",11.6250,50,6.7710,9260.817
2021,CORN,NEW JERSEY,9128,"69,000",11.5714,35,6.9831,9269.175
2020,CORN,NEW JERSEY,8736,"73,000",10.1786,52,6.2677,9272.392
2019,CORN,NEW JERSEY,8680,"68,000",7.6786,48,7.4545,8891.258
2018,CORN,NEW JERSEY,7896,"60,000",6.7857,51,7.0401,8891.73
2017,CORN,NEW JERSEY,9352,"70,000",5.9107,54,7.4187,8888.147
2016,CORN,NEW JERSEY,8120,"71,000",7.3036,49,6.5019,8873.584
2015,CORN,NEW JERSEY,8232,"72,000",6.9286,48,6.8144,8870.312
2014,CORN,NEW JERSEY,8792,"79,000",6.8393,50,7.5814,8867.277
2013,CORN,NEW JERSEY,7784,"80,000",8.8214,35,7.7414,8857.821
2022,WHEAT,NEW JERSEY,4200,"22,000",12.0833,52,6.5735,9260.817
2021,WHEAT,NEW JERSEY,4020,"16,000",12.2500,48,7.5438,9269.175
2020,WHEAT,NEW JERSEY,4020,"18,000",9.6667,51,6.5408,9272.392
2019,WHEAT,NEW JERSEY,3960,"14,000",8.6167,54,7.2241,8891.258
2018,WHEAT,NEW JERSEY,3720,"15,000",8.1333,49,7.5514,8891.73
2017,WHEAT,NEW JERSEY,3840,"17,000",7.1667,48,6.9289,8888.147
2016,WHEAT,NEW JERSEY,3840,"21,000",7.4500,50,7.7478,8873.584
2015,WHEAT,NEW JERSEY,3000,"20,000",8.4333,35,6.7065,8870.312
2014,WHEAT,NEW JERSEY,3180,"25,000",9.5833,52,6.6682,8867.277
2013,WHEAT,NEW JERSEY,3240,"29,000",11.5333,48,7.3324,8857.821
2022,CORN,NEW MEXICO,8344,"36,000",12.9464,44,7.5968,2113.476
2021,CORN,NEW MEXICO,10304,"39,000",10.2679,53,7.7065,2116.95
2020,CORN,NEW MEXICO,10920,"37,000",8.3929,49,7.3665,2118.488
2019,CORN,NEW MEXICO,7560,"48,000",7.8571,52,6.9192,2099.634
2018,CORN,NEW MEXICO,10472,"35,000",6.5714,53,7.1877,2093.754
2017,CORN,NEW MEXICO,7504,"43,000",5.8571,51,7.0759,2092.844
2016,CORN,NEW MEXICO,8400,"41,000",7.0179,50,6.7444,2092.555
2015,CORN,NEW MEXICO,10080,"40,000",6.7857,48,6.7265,2090.071
2014,CORN,NEW MEXICO,10920,"48,000",6.5179,49,6.6283,2090.236
2013,CORN,NEW MEXICO,10640,"38,000",8.0536,52,7.1271,2092.833
2022,WHEAT,NEW MEXICO,1020,"90,000",13.8333,44,7.5386,2113.476
2021,WHEAT,NEW MEXICO,2160,"80,000",11.6667,53,7.1624,2116.95
2020,WHEAT,NEW MEXICO,1680,"115,000",8.6000,49,6.8594,2118.488
2019,WHEAT,NEW MEXICO,1800,"110,000",7.8167,52,7.3972,2099.634
2018,WHEAT,NEW MEXICO,900,"105,000",8.0667,53,6.8802,2093.754
2017,WHEAT,NEW MEXICO,1800,"135,000",7.4500,51,6.5813,2092.844
2016,WHEAT,NEW MEXICO,1320,"210,000",6.6500,50,7.2970,2092.555
2015,WHEAT,NEW MEXICO,1500,"190,000",6.8667,48,6.9730,2090.071
2014,WHEAT,NEW MEXICO,1680,"105,000",8.9333,49,7.2411,2090.236
2013,WHEAT,NEW MEXICO,2640,"100,000",10.9167,52,6.9201,2092.833
2022,OATS,NEW YORK,1760,"49,000",17.1250,70,7.5046,19673.2
2021,OATS,NEW YORK,2176,"29,000",10.8438,73,7.1523,19854.526
2020,OATS,NEW YORK,1696,"32,000",12.7500,72,7.1370,20104.71
2019,OATS,NEW YORK,1920,"39,000",11.2813,63,6.8080,20104.71
2018,OATS,NEW YORK,1728,"43,000",9.1250,68,7.3936,19544.098
2017,OATS,NEW YORK,1760,"35,000",6.8750,63,7.6995,19593.849
2016,OATS,NEW YORK,1760,"60,000",6.7813,73,6.6029,19636.391
2015,OATS,NEW YORK,1856,"40,000",7.2188,72,6.7344,19657.321
2014,OATS,NEW YORK,2016,"40,000",11.4375,62,6.5212,19653.431
2013,OATS,NEW YORK,2144,"46,000",11.2500,63,7.7073,19626.488
2022,BARLEY,NEW YORK,2928,"4,000",12.2917,65,6.5967,19673.2
2021,BARLEY,NEW YORK,3024,"4,000",9.5833,70,7.4036,19854.526
2020,BARLEY,NEW YORK,2880,"5,000",7.9167,73,7.5171,20104.71
2019,BARLEY,NEW YORK,2496,"4,000",8.0208,72,7.1762,19463.131
2018,BARLEY,NEW YORK,2784,"8,000",6.0417,63,6.5940,19544.098
2015,BARLEY,NEW YORK,2160,"9,000",8.7500,68,7.1439,19657.321
2014,BARLEY,NEW YORK,2256,"8,000",7.7083,63,6.6907,19653.431
2013,BARLEY,NEW YORK,2496,"8,000",9.6042,73,7.4235,19626.488
2022,CORN,NEW YORK,7952,"565,000",11.8214,72,6.5787,19673.2
2021,CORN,NEW YORK,9352,"575,000",11.6071,62,7.4975,19854.526
2020,CORN,NEW YORK,8792,"550,000",10.8929,63,7.7753,20104.71
2019,CORN,NEW YORK,8848,"520,000",7.5000,65,7.3226,19463.131
2018,CORN,NEW YORK,8904,"605,000",6.7679,70,7.5805,19544.098
2017,CORN,NEW YORK,9016,"485,000",6.5893,73,7.1085,19593.849
2016,CORN,NEW YORK,7224,"570,000",6.9286,72,7.3590,19636.391
2015,CORN,NEW YORK,8008,"590,000",6.9643,63,7.4052,19657.321
2014,CORN,NEW YORK,8288,"680,000",7.4464,68,6.5001,19653.431
2013,CORN,NEW YORK,7672,"690,000",9.2321,63,7.1674,19626.488
2022,WHEAT,NEW YORK,4320,"100,000",13.1667,73,7.2618,19673.2
2021,WHEAT,NEW YORK,4620,"125,000",13.0833,72,7.5866,19854.526
2020,WHEAT,NEW YORK,3960,"110,000",9.6167,62,7.5348,20104.71
2019,WHEAT,NEW YORK,3780,"66,000",6.4667,63,7.2510,19463.131
2018,WHEAT,NEW YORK,4140,"95,000",8.7333,65,6.5136,19544.098
2017,WHEAT,NEW YORK,4020,"125,000",8.9000,68,7.1213,19593.849
2016,WHEAT,NEW YORK,4440,"115,000",7.3833,63,7.5746,19636.391
2015,WHEAT,NEW YORK,3780,"110,000",8.0500,73,7.3509,19657.321
2014,WHEAT,NEW YORK,3780,"95,000",10.3833,72,7.5132,19653.431
2013,WHEAT,NEW YORK,4080,"115,000",11.4500,62,7.0256,19626.488
2022,OATS,NORTH CAROLINA,2464,"11,000",14.6875,76,6.8043,10695.965
2021,OATS,NORTH CAROLINA,2176,"14,000",12.1875,77,7.1630,10567.1
2020,OATS,NORTH CAROLINA,2144,"12,000",9.5313,67,7.3389,10453.812
2019,OATS,NORTH CAROLINA,2272,"7,000",9.6875,70,6.6213,10453.812
2018,OATS,NORTH CAROLINA,2112,"11,000",9.6875,70,6.6619,10391.358
2017,OATS,NORTH CAROLINA,2112,"10,000",8.1250,74,7.7331,10275.758
2016,OATS,NORTH CAROLINA,1920,"9,000",6.8750,72,7.4029,10161.802
2015,OATS,NORTH CAROLINA,2112,"16,000",8.1250,73,6.5991,10037.218
2014,OATS,NORTH CAROLINA,2144,"17,000",9.6875,74,7.0417,9937.295
2013,OATS,NORTH CAROLINA,2240,"13,000",10.3125,76,7.3539,9846.717
2022,BARLEY,NORTH CAROLINA,3312,"11,000",11.0417,77,7.0268,10695.965
2021,BARLEY,NORTH CAROLINA,3120,"7,000",9.0625,67,6.8143,10567.1
2020,BARLEY,NORTH CAROLINA,3696,"9,000",6.2500,70,7.4216,10453.812
2019,BARLEY,NORTH CAROLINA,3168,"6,000",6.7708,70,6.8474,10501.384
2018,BARLEY,NORTH CAROLINA,3840,"9,000",5.6250,74,7.1915,10391.358
2015,BARLEY,NORTH CAROLINA,3456,"14,000",7.0833,72,7.0129,10037.218
2014,BARLEY,NORTH CAROLINA,3408,"15,000",7.9167,73,7.3683,9937.295
2013,BARLEY,NORTH CAROLINA,3216,"14,000",8.3333,74,7.2615,9846.717
2022,CORN,NORTH CAROLINA,7056,"775,000",13.1071,76,6.5267,10695.965
2021,CORN,NORTH CAROLINA,8344,"905,000",11.2500,77,6.8726,10567.1
2020,CORN,NORTH CAROLINA,6328,"940,000",8.3929,67,6.8741,10453.812
2019,CORN,NORTH CAROLINA,6216,"930,000",7.8750,70,7.7606,10501.384
2018,CORN,NORTH CAROLINA,6328,"830,000",6.3929,70,6.7818,10391.358
2017,CORN,NORTH CAROLINA,7952,"840,000",6.6429,74,7.3270,10275.758
2016,CORN,NORTH CAROLINA,7224,"940,000",7.9286,72,7.4540,10161.802
2015,CORN,NORTH CAROLINA,6328,"730,000",8.4107,73,7.6041,10037.218
2014,CORN,NORTH CAROLINA,7392,"780,000",7.4286,74,7.7288,9937.295
2013,CORN,NORTH CAROLINA,7952,"860,000",8.7679,76,7.4912,9846.717
2022,WHEAT,NORTH CAROLINA,3840,"375,000",13.9833,77,6.6339,10695.965
2021,WHEAT,NORTH CAROLINA,3360,"345,000",11.9333,67,7.3249,10567.1
2020,WHEAT,NORTH CAROLINA,3600,"350,000",8.2333,70,6.4104,10453.812
2019,WHEAT,NORTH CAROLINA,3360,"225,000",,70,7.8367,10501.384
2018,WHEAT,NORTH CAROLINA,3420,"370,000",7.8500,74,6.1392,10391.358
2017,WHEAT,NORTH CAROLINA,3300,"375,000",6.7167,72,6.5906,10275.758
2016,WHEAT,NORTH CAROLINA,2460,"355,000",5.2333,73,7.2860,10161.802
2015,WHEAT,NORTH CAROLINA,3180,"570,000",7.4167,74,6.0583,10037.218
2014,WHEAT,NORTH CAROLINA,3480,"770,000",9.6167,76,6.6586,9937.295
2013,WHEAT,NORTH CAROLINA,3420,"925,000",11.5833,77,7.2994,9846.717
2022,OATS,NORTH DAKOTA,2304,"190,000",13.6875,66,7.8152,778.912
2021,OATS,NORTH DAKOTA,1536,"83,000",15.0000,70,5.9254,777.982
2020,OATS,NORTH DAKOTA,2496,"105,000",7.9375,66,6.4037,779.563
2019,OATS,NORTH DAKOTA,2752,"115,000",7.7188,65,7.3975,779.563
2018,OATS,NORTH DAKOTA,2624,"105,000",7.5313,67,7.7223,760.062
2017,OATS,NORTH DAKOTA,1856,"80,000",7.9688,66,7.4759,756.755
2016,OATS,NORTH DAKOTA,2112,"110,000",7.0313,65,6.8871,756.114
2015,OATS,NORTH DAKOTA,2368,"140,000",6.2500,71,7.4420,755.537
2014,OATS,NORTH DAKOTA,2336,"105,000",7.5625,68,7.6299,738.736
2013,OATS,NORTH DAKOTA,1984,"135,000",9.8125,65,7.3361,723.149
2022,BARLEY,NORTH DAKOTA,3504,"650,000",15.4375,66,6.7502,778.912
2021,BARLEY,NORTH DAKOTA,2448,"430,000",11.2083,67,7.5218,777.982
2020,BARLEY,NORTH DAKOTA,3024,"460,000",9.5000,66,6.3474,779.563
2019,BARLEY,NORTH DAKOTA,3456,"445,000",8.6667,70,7.1353,763.724
2018,BARLEY,NORTH DAKOTA,3552,"385,000",8.8333,66,7.6702,760.062
2017,BARLEY,NORTH DAKOTA,3120,"400,000",8.9792,65,7.3997,756.755
2016,BARLEY,NORTH DAKOTA,3216,"640,000",9.3125,67,7.8415,756.114
2015,BARLEY,NORTH DAKOTA,3072,"1,050,000",10.1667,66,6.2542,755.537
2014,BARLEY,NORTH DAKOTA,3216,"535,000",11.0417,65,6.8689,738.736
2013,BARLEY,NORTH DAKOTA,3072,"720,000",12.6875,71,7.3205,723.149
2022,CORN,NORTH DAKOTA,7280,"2,650,000",11.0000,68,6.2970,778.912
2021,CORN,NORTH DAKOTA,5880,"3,630,000",10.4643,65,7.2412,777.982
2020,CORN,NORTH DAKOTA,7784,"1,780,000",7.9286,66,7.6860,779.563
2019,CORN,NORTH DAKOTA,7336,"3,130,000",5.4821,67,6.8908,763.724
2018,CORN,NORTH DAKOTA,8568,"2,930,000",,66,6.1559,760.062
2017,CORN,NORTH DAKOTA,7784,"3,230,000",,70,6.1679,756.755
2016,CORN,NORTH DAKOTA,8848,"3,270,000",6.1250,66,6.8616,756.114
2015,CORN,NORTH DAKOTA,7168,"2,560,000",6.5893,65,6.9784,755.537
2014,CORN,NORTH DAKOTA,6944,"2,530,000",6.6250,67,7.0432,738.736
2013,CORN,NORTH DAKOTA,6160,"3,600,000",8.0714,66,5.9424,723.149
2022,WHEAT,NORTH DAKOTA,2934,"6,135,000",14.7167,65,7.2395,778.912
2021,WHEAT,NORTH DAKOTA,1932,"6,090,000",15.5833,71,6.5163,777.982
2020,WHEAT,NORTH DAKOTA,2856,"6,563,000",8.7000,68,6.2333,779.563
2019,WHEAT,NORTH DAKOTA,2904,"6,630,000",8.2500,65,7.5053,763.724
2018,WHEAT,NORTH DAKOTA,2856,"7,635,000",8.6333,66,6.9503,760.062
2017,WHEAT,NORTH DAKOTA,2274,"6,260,000",7.8333,67,6.9581,756.755
2016,WHEAT,NORTH DAKOTA,2700,"7,405,000",6.7500,65,6.5480,756.114
2015,WHEAT,NORTH DAKOTA,2802,"7,915,000",8.7167,64,6.4616,755.537
2014,WHEAT,NORTH DAKOTA,2778,"7,490,000",10.3333,66,7.0653,738.736
2013,WHEAT,NORTH DAKOTA,2724,"6,025,000",11.5333,67,6.7651,723.149
2022,OATS,OHIO,2240,"15,000",16.8750,70,5.9165,11759.697
2021,OATS,OHIO,2144,"20,000",14.2188,70,6.7113,11765.227
2020,OATS,OHIO,1920,"15,000",12.3750,71,6.3799,11798.292
2019,OATS,OHIO,1472,"25,000",11.7188,70,6.3133,11798.292
2018,OATS,OHIO,2080,"30,000",11.7500,70,7.3932,11680.892
2017,OATS,OHIO,2240,"20,000",10.9688,71,7.5049,11665.706
2016,OATS,OHIO,2368,"25,000",9.5000,72,7.1981,11640.06
2015,OATS,OHIO,2016,"40,000",10.2813,73,7.0070,11622.315
2014,OATS,OHIO,2016,"35,000",14.5313,70,6.6773,11606.573
2013,OATS,OHIO,2016,"25,000",11.7188,70,6.7440,11579.692
2022,CORN,OHIO,10472,"3,180,000",11.2143,71,6.5474,11759.697
2021,CORN,OHIO,10808,"3,340,000",10.5714,70,6.5516,11765.227
2020,CORN,OHIO,9576,"3,300,000",8.3750,70,6.5850,11798.292
2019,CORN,OHIO,9184,"2,570,000",6.9821,71,6.9240,11696.507
2018,CORN,OHIO,10472,"3,300,000",,72,7.4374,11680.892
2017,CORN,OHIO,9912,"3,150,000",7.1786,70,7.1426,11665.706
2016,CORN,OHIO,8904,"3,300,000",6.4821,70,7.7467,11640.06
2015,CORN,OHIO,8568,"3,260,000",7.0000,71,6.3005,11622.315
2014,CORN,OHIO,9856,"3,480,000",6.6964,70,6.0787,11606.573
2013,CORN,OHIO,9744,"3,740,000",7.9821,70,6.7666,11579.692
2022,WHEAT,OHIO,4740,"465,000",13.0833,71,7.6410,11759.697
2021,WHEAT,OHIO,5100,"515,000",10.8167,72,6.5597,11765.227
2020,WHEAT,OHIO,4260,"490,000",8.7833,73,7.0729,11798.292
2019,WHEAT,OHIO,3360,"385,000",7.3000,73,7.7322,11696.507
2018,WHEAT,OHIO,4500,"450,000",8.1667,72,6.1578,11680.892
2017,WHEAT,OHIO,4440,"460,000",7.6667,71,7.2410,11665.706
2016,WHEAT,OHIO,4800,"560,000",6.9167,70,6.8989,11640.06
2015,WHEAT,OHIO,4020,"480,000",7.8333,73,6.8187,11622.315
2014,WHEAT,OHIO,4440,"545,000",8.0000,72,6.2619,11606.573
2013,WHEAT,OHIO,4200,"640,000",11.0000,71,6.4930,11579.692
2022,OATS,OKLAHOMA,640,"17,000",11.5625,67,7.0425,4019.271
2021,OATS,OKLAHOMA,1440,"6,000",15.0000,66,7.6920,3991.634
2020,OATS,OKLAHOMA,1440,"11,000",11.0938,61,6.2510,3965.234
2019,OATS,OKLAHOMA,1600,"25,000",6.5625,61,6.0522,3965.234
2018,OATS,OKLAHOMA,1536,"10,000",8.5938,68,7.0022,3943.488
2017,OATS,OKLAHOMA,1344,"16,000",9.4375,64,7.2724,3933.602
2016,OATS,OKLAHOMA,1376,"8,000",9.2188,67,5.9620,3928.143
2015,OATS,OKLAHOMA,1248,"7,000",7.6563,64,7.0805,3910.518
2014,OATS,OKLAHOMA,1216,"10,000",13.2813,61,6.5938,3879.187
2013,OATS,OKLAHOMA,1216,"7,000",11.8750,62,7.2881,3853.891
2022,CORN,OKLAHOMA,6832,"200,000",13.4821,63,7.3271,4019.271
2021,CORN,OKLAHOMA,8400,"295,000",10.9643,64,6.3664,3991.634
2020,CORN,OKLAHOMA,7560,"320,000",7.7679,67,7.0111,3965.234
2019,CORN,OKLAHOMA,7672,"330,000",7.1429,67,6.2807,3960.676
2018,CORN,OKLAHOMA,7504,"270,000",6.9643,66,7.6215,3943.488
2017,CORN,OKLAHOMA,7056,"305,000",,61,7.6304,3933.602
2016,CORN,OKLAHOMA,6776,"350,000",5.8929,61,7.8022,3928.143
2015,CORN,OKLAHOMA,7224,"280,000",6.2857,68,5.9229,3910.518
2014,CORN,OKLAHOMA,8232,"290,000",6.6250,64,5.9376,3879.187
2013,CORN,OKLAHOMA,8120,"310,000",8.0179,67,6.8048,3853.891
2022,WHEAT,OKLAHOMA,1680,"2,450,000",14.8667,64,6.4247,4019.271
2021,WHEAT,OKLAHOMA,2340,"2,950,000",11.0667,61,6.7380,3991.634
2020,WHEAT,OKLAHOMA,2400,"2,550,000",7.5833,62,6.4974,3965.234
2019,WHEAT,OKLAHOMA,2400,"2,750,000",9.1667,63,6.3277,3960.676
2018,WHEAT,OKLAHOMA,1680,"2,500,000",7.9167,64,6.3614,3943.488
2017,WHEAT,OKLAHOMA,2040,"2,900,000",7.0000,67,6.9235,3933.602
2016,WHEAT,OKLAHOMA,2340,"3,500,000",5.5000,65,6.6306,3928.143
2015,WHEAT,OKLAHOMA,1560,"3,800,000",8.0667,67,5.8325,3910.518
2014,WHEAT,OKLAHOMA,1020,"2,800,000",10.5333,61,6.7390,3879.187
2013,WHEAT,OKLAHOMA,1860,"3,400,000",11.3333,67,5.7824,3853.891
2022,OATS,OREGON,3360,"8,000",,81,6.5370,4239.379
2021,OATS,OREGON,1984,"6,000",13.5625,78,6.1451,4256.465
2020,OATS,OREGON,3200,"7,000",8.1875,68,6.8908,4245.044
2019,OATS,OREGON,3104,"9,000",,53,7.1753,4245.044
2018,OATS,OREGON,3168,"5,000",,73,5.9385,4183.538
2017,OATS,OREGON,2656,"10,000",8.2813,75,5.7094,4147.294
2016,OATS,OREGON,2880,"10,000",7.8125,80,6.1844,4093.271
2015,OATS,OREGON,2816,"11,000",16.6875,76,6.5535,4018.542
2014,OATS,OREGON,2720,"18,000",14.1563,65,5.8856,3965.447
2013,OATS,OREGON,3200,"13,000",14.4063,52,6.1439,3924.11
2022,BARLEY,OREGON,2640,"19,000",11.8750,72,6.1012,4239.379
2021,BARLEY,OREGON,1536,"21,000",11.0417,71,6.5940,4256.465
2020,BARLEY,OREGON,3456,"30,000",8.1250,81,6.8598,4245.044
2019,BARLEY,OREGON,3744,"35,000",7.9167,78,6.5689,4216.116
2018,BARLEY,OREGON,2544,"26,000",6.8333,68,6.7699,4183.538
2017,BARLEY,OREGON,2976,"38,000",6.2292,53,7.1308,4147.294
2016,BARLEY,OREGON,3216,"32,000",5.5417,73,5.7403,4093.271
2015,BARLEY,OREGON,2496,"37,000",6.5208,75,5.8430,4018.542
2014,BARLEY,OREGON,2400,"38,000",7.4167,80,6.6487,3965.447
2013,BARLEY,OREGON,3360,"50,000",8.3750,76,6.9028,3924.11
2022,CORN,OREGON,13272,"45,000",13.3750,65,6.6080,4239.379
2021,CORN,OREGON,13440,"55,000",12.9107,52,6.8285,4256.465
2020,CORN,OREGON,13496,"65,000",9.7321,72,6.9104,4245.044
2019,CORN,OREGON,13272,"49,000",7.7500,71,6.3066,4216.116
2018,CORN,OREGON,10920,"40,000",7.6786,81,7.0092,4183.538
2017,CORN,OREGON,11872,"44,000",6.1786,78,6.2979,4147.294
2016,CORN,OREGON,12880,"39,000",5.7143,68,6.7286,4093.271
2015,CORN,OREGON,10528,"30,000",6.5893,53,6.9652,4018.542
2014,CORN,OREGON,10640,"39,000",6.7500,73,5.5781,3965.447
2013,CORN,OREGON,10528,"36,000",8.0179,75,7.1995,3924.11
2022,WHEAT,OREGON,4080,"715,000",14.7833,80,5.8414,4239.379
2021,WHEAT,OREGON,2700,"705,000",14.5167,76,6.7101,4256.465
2020,WHEAT,OREGON,3840,"725,000",9.8333,65,5.9727,4245.044
2019,WHEAT,OREGON,4080,"730,000",8.8333,52,5.5619,4216.116
2018,WHEAT,OREGON,4020,"770,000",8.8500,72,6.1071,4183.538
2017,WHEAT,OREGON,3780,"763,000",8.1333,71,6.9880,4147.294
2016,WHEAT,OREGON,3006,"797,000",7.1500,70,7.1315,4093.271
2015,WHEAT,OREGON,2838,"828,000",8.8667,72,7.0869,4018.542
2014,WHEAT,OREGON,3258,"818,000",9.3500,71,6.7493,3965.447
2013,WHEAT,OREGON,3726,"868,000",11.0000,70,7.1630,3924.11
2022,OATS,PENNSYLVANIA,1888,"61,000",14.7188,68,7.0135,12972.091
2021,OATS,PENNSYLVANIA,2080,"36,000",16.1875,72,5.6482,13013.614
2020,OATS,PENNSYLVANIA,1600,"55,000",12.6250,67,6.6103,12995.477
2019,OATS,PENNSYLVANIA,1696,"50,000",13.0625,67,7.0543,12995.477
2018,OATS,PENNSYLVANIA,1472,"35,000",12.5625,68,6.0270,12809.107
2017,OATS,PENNSYLVANIA,1856,"40,000",11.1563,69,5.7794,12794.679
2016,OATS,PENNSYLVANIA,2144,"50,000",8.6250,71,6.5352,12788.468
2015,OATS,PENNSYLVANIA,1760,"65,000",10.5000,67,5.6850,12789.838
2014,OATS,PENNSYLVANIA,1856,"60,000",11.8438,71,6.1248,12792.392
2013,OATS,PENNSYLVANIA,1984,"50,000",12.2188,67,6.9990,12779.538
2022,BARLEY,PENNSYLVANIA,3216,"26,000",12.2917,66,6.2771,12972.091
2021,BARLEY,PENNSYLVANIA,3840,"28,000",9.5833,67,6.3224,13013.614
2020,BARLEY,PENNSYLVANIA,3648,"30,000",7.5000,70,5.9564,12995.477
2019,BARLEY,PENNSYLVANIA,3312,"25,000",8.1250,67,6.5913,12798.883
2018,BARLEY,PENNSYLVANIA,3024,"31,000",6.0417,71,7.1041,12809.107
2017,BARLEY,PENNSYLVANIA,3360,"45,000",6.4583,68,6.4079,12794.679
2016,BARLEY,PENNSYLVANIA,3600,"38,000",5.9375,72,6.6584,12788.468
2015,BARLEY,PENNSYLVANIA,3120,"40,000",5.9167,67,6.2760,12789.838
2014,BARLEY,PENNSYLVANIA,3408,"50,000",7.7083,67,6.8253,12792.392
2013,BARLEY,PENNSYLVANIA,3264,"60,000",8.1042,68,6.3686,12779.538
2022,CORN,PENNSYLVANIA,7840,"645,000",12.5000,69,7.0054,12972.091
2021,CORN,PENNSYLVANIA,9464,"850,000",11.8750,71,6.8974,13013.614
2020,CORN,PENNSYLVANIA,7728,"905,000",9.8393,67,6.1529,12995.477
2019,CORN,PENNSYLVANIA,8568,"930,000",7.3750,71,5.7444,12798.883
2018,CORN,PENNSYLVANIA,7840,"855,000",7.4286,67,7.0517,12809.107
2017,CORN,PENNSYLVANIA,9016,"920,000",5.6786,66,6.0346,12794.679
2016,CORN,PENNSYLVANIA,7224,"950,000",6.6786,67,6.9245,12788.468
2015,CORN,PENNSYLVANIA,8232,"940,000",6.9286,70,6.8870,12789.838
2014,CORN,PENNSYLVANIA,8624,"1,030,000",7.0357,67,6.8444,12792.392
2013,CORN,PENNSYLVANIA,8176,"1,090,000",8.3393,71,5.7861,12779.538
2022,WHEAT,PENNSYLVANIA,4380,"210,000",13.1667,68,5.6272,12972.091
2021,WHEAT,PENNSYLVANIA,4620,"195,000",12.5833,72,5.7001,13013.614
2020,WHEAT,PENNSYLVANIA,4260,"180,000",9.7833,67,5.5678,12995.477
2019,WHEAT,PENNSYLVANIA,4380,"140,000",7.4500,67,6.0779,12798.883
2018,WHEAT,PENNSYLVANIA,3900,"145,000",8.0000,68,6.3980,12809.107
2017,WHEAT,PENNSYLVANIA,4320,"150,000",7.8333,69,5.7674,12794.679
2016,WHEAT,PENNSYLVANIA,4080,"150,000",7.6833,71,7.0800,12788.468
2015,WHEAT,PENNSYLVANIA,3900,"175,000",8.1667,67,5.8933,12789.838
2014,WHEAT,PENNSYLVANIA,3900,"150,000",8.6000,71,7.0582,12792.392
2013,WHEAT,PENNSYLVANIA,4080,"155,000",10.4667,67,5.7827,12779.538
2018,OATS,SOUTH CAROLINA,1984,"7,000",12.3438,73,6.2697,5091.702
2017,OATS,SOUTH CAROLINA,1632,"8,000",11.3750,70,5.8929,5027.102
2016,OATS,SOUTH CAROLINA,1472,"7,000",9.6875,70,7.1165,4963.031
2015,OATS,SOUTH CAROLINA,1856,"9,000",10.0000,69,6.4302,4896.006
2014,OATS,SOUTH CAROLINA,1984,"10,000",11.2500,68,7.1595,4826.858
2013,OATS,SOUTH CAROLINA,1888,"9,000",11.2500,71,6.4313,4766.469
2022,CORN,SOUTH CAROLINA,6832,"300,000",13.0536,70,6.0826,5282.955
2021,CORN,SOUTH CAROLINA,7784,"370,000",10.6071,70,6.1499,5193.848
2020,CORN,SOUTH CAROLINA,7392,"370,000",7.7857,72,5.8491,5132.151
2019,CORN,SOUTH CAROLINA,5936,"350,000",8.2857,68,6.2768,5157.702
2018,CORN,SOUTH CAROLINA,7112,"310,000",7.8393,73,5.9268,5091.702
2017,CORN,SOUTH CAROLINA,7616,"325,000",6.5714,70,5.5191,5027.102
2016,CORN,SOUTH CAROLINA,7112,"350,000",6.6071,70,6.0792,4963.031
2015,CORN,SOUTH CAROLINA,5208,"260,000",7.1429,69,6.1347,4896.006
2014,CORN,SOUTH CAROLINA,6552,"280,000",7.4107,68,5.8085,4826.858
2013,CORN,SOUTH CAROLINA,7224,"335,000",9.1071,71,5.8915,4766.469
2022,WHEAT,SOUTH CAROLINA,3420,"100,000",13.3333,70,5.8166,5282.955
2021,WHEAT,SOUTH CAROLINA,3180,"100,000",10.9167,70,5.8432,5193.848
2020,WHEAT,SOUTH CAROLINA,3060,"95,000",8.5833,72,6.3768,5132.151
2019,WHEAT,SOUTH CAROLINA,2880,"45,000",8.7000,68,5.6236,5157.702
2018,WHEAT,SOUTH CAROLINA,3240,"65,000",8.4833,73,5.9151,5091.702
2017,WHEAT,SOUTH CAROLINA,2940,"75,000",9.5667,70,6.4587,5027.102
2016,WHEAT,SOUTH CAROLINA,2580,"50,000",7.8000,70,5.5650,4963.031
2015,WHEAT,SOUTH CAROLINA,2760,"160,000",8.0000,69,6.2118,4896.006
2014,WHEAT,SOUTH CAROLINA,3120,"220,000",9.5667,68,6.4901,4826.858
2013,WHEAT,SOUTH CAROLINA,3240,"265,000",11.0333,71,5.5902,4766.469
2022,OATS,SOUTH DAKOTA,2560,"75,000",13.3125,68,6.2252,909.869
2021,OATS,SOUTH DAKOTA,2144,"56,000",16.8125,67,6.1908,896.299
