,Year,Commodity,State,Yield_lb_per_acre,Acres_Harvested,Price_in_CWT,HUMIDITY_%,PH_soil_type,Population,prop_believer,prop_denier,prop_neutral
396,2014,WHEAT,MINNESOTA,3288.0,1212000,10.11666667,70,6.878498176,5452.665,0.33994708994708994,0.21296296296296297,0.4470899470899471
397,2013,WHEAT,MINNESOTA,3402.0,1184000,11.65,71,5.243634849,5414.722,0.28637770897832815,0.19349845201238391,0.5201238390092879
398,2019,CORN,MISSISSIPPI,9744.0,615000,6.892857143,72,8.055908858,2978.227,0.5964125560538116,0.17937219730941703,0.2242152466367713
399,2018,CORN,MISSISSIPPI,10360.0,460000,7.339285714,71,4.397698806,2982.879,0.4819976771196283,0.23577235772357724,0.28222996515679444
400,2017,CORN,MISSISSIPPI,10584.0,500000,,75,5.952384957,2990.674,0.5490981963927856,0.18236472945891782,0.2685370741482966
401,2016,CORN,MISSISSIPPI,9296.0,720000,8.446428571,74,8.532078733,2990.595,0.4666666666666667,0.18333333333333332,0.35
402,2015,CORN,MISSISSIPPI,9800.0,490000,8.892857143,75,7.224193642,2990.231,0.4177215189873418,0.2088607594936709,0.37341772151898733
403,2014,CORN,MISSISSIPPI,10360.0,485000,9.571428571,76,4.931890506,2991.892,0.36792452830188677,0.2971698113207547,0.33490566037735847
404,2013,CORN,MISSISSIPPI,9856.0,830000,10.51785714,71,4.626212446,2989.839,0.4088669950738916,0.2413793103448276,0.3497536945812808
405,2019,WHEAT,MISSISSIPPI,2820.0,21000,8.25,73,9.406887533,2978.227,0.5964125560538116,0.17937219730941703,0.2242152466367713
406,2018,WHEAT,MISSISSIPPI,2940.0,30000,8.65,71,5.80428611,2982.879,0.4819976771196283,0.23577235772357724,0.28222996515679444
407,2017,WHEAT,MISSISSIPPI,3480.0,25000,7.8,72,8.35495812,2990.674,0.5490981963927856,0.18236472945891782,0.2685370741482966
408,2016,WHEAT,MISSISSIPPI,2880.0,50000,7.533333333,71,8.634929739,2990.595,0.4666666666666667,0.18333333333333332,0.35
409,2015,WHEAT,MISSISSIPPI,2880.0,120000,8.866666667,75,7.699200949,2990.231,0.4177215189873418,0.2088607594936709,0.37341772151898733
410,2014,WHEAT,MISSISSIPPI,3480.0,215000,9.366666667,74,5.261285926,2991.892,0.36792452830188677,0.2971698113207547,0.33490566037735847
411,2013,WHEAT,MISSISSIPPI,3480.0,385000,10.95,75,9.112771682,2989.839,0.4088669950738916,0.2413793103448276,0.3497536945812808
412,2019,OATS,MISSOURI,1504.0,6000,12.1875,70,9.93509073,6154.426,0.7363737486095662,0.09566184649610679,0.16796440489432704
413,2018,OATS,MISSOURI,1440.0,16000,9.375,71,8.914074888,6125.986,0.6130110568269478,0.13293905888403187,0.2540498842890203
414,2017,OATS,MISSOURI,2080.0,13000,10.15625,67,8.639586199,6111.382,0.6687948922585794,0.10614525139664804,0.22505985634477255
415,2016,OATS,MISSOURI,1920.0,19000,7.1875,68,8.621514073,6091.384,0.528395061728395,0.1271604938271605,0.34444444444444444
416,2015,OATS,MISSOURI,2080.0,14000,8.59375,69,5.838508699,6075.411,0.5638921453692849,0.12192262602579132,0.3141852286049238
417,2014,OATS,MISSOURI,2080.0,13000,13.59375,70,3.532008668,6059.13,0.3161875945537065,0.20574886535552195,0.47806354009077157
418,2013,OATS,MISSOURI,1696.0,14000,12.03125,71,7.18530147,6042.989,0.29294755877034356,0.22423146473779385,0.48282097649186256
419,2019,CORN,MISSOURI,8680.0,2980000,6.553571429,70,6.89077995,6140.475,0.7363737486095662,0.09566184649610679,0.16796440489432704
420,2018,CORN,MISSOURI,7840.0,3300000,,71,7.165121109,6125.986,0.6130110568269478,0.13293905888403187,0.2540498842890203
421,2017,CORN,MISSOURI,9520.0,3250000,7.517857143,67,6.935804256,6111.382,0.6687948922585794,0.10614525139664804,0.22505985634477255
422,2016,CORN,MISSOURI,9128.0,3500000,6.589285714,68,7.196774236,6091.384,0.528395061728395,0.1271604938271605,0.34444444444444444
423,2015,CORN,MISSOURI,7952.0,3080000,7.339285714,69,6.990095452,6075.411,0.5638921453692849,0.12192262602579132,0.3141852286049238
424,2014,CORN,MISSOURI,10416.0,3380000,7.375,70,7.064782138,6059.13,0.3161875945537065,0.20574886535552195,0.47806354009077157
425,2013,CORN,MISSOURI,7616.0,3200000,9.142857143,71,7.156563094,6042.989,0.29294755877034356,0.22423146473779385,0.48282097649186256
426,2019,WHEAT,MISSOURI,3780.0,390000,8.683333333,70,6.637677489,6140.475,0.7363737486095662,0.09566184649610679,0.16796440489432704
427,2018,WHEAT,MISSOURI,3540.0,520000,8.5,71,6.79385576,6125.986,0.6130110568269478,0.13293905888403187,0.2540498842890203
428,2017,WHEAT,MISSOURI,4080.0,540000,7.0,67,6.852884643,6111.382,0.6687948922585794,0.10614525139664804,0.22505985634477255
429,2016,WHEAT,MISSOURI,4200.0,570000,7.083333333,68,7.121571293,6091.384,0.528395061728395,0.1271604938271605,0.34444444444444444
430,2015,WHEAT,MISSOURI,3180.0,610000,7.5,69,6.883308033,6075.411,0.5638921453692849,0.12192262602579132,0.3141852286049238
431,2014,WHEAT,MISSOURI,3480.0,740000,10.16666667,70,6.421271178,6059.13,0.3161875945537065,0.20574886535552195,0.47806354009077157
432,2013,WHEAT,MISSOURI,3420.0,985000,11.83333333,71,6.54450214,6042.989,0.29294755877034356,0.22423146473779385,0.48282097649186256
433,2019,OATS,MONTANA,1760.0,26000,9.8125,57,6.510840928,1087.211,0.7188940092165899,0.14285714285714285,0.1382488479262673
434,2018,OATS,MONTANA,1376.0,23000,8.46875,68,6.287380117,1061.818,0.7361268403171007,0.11778029445073612,0.14609286523216308
435,2017,OATS,MONTANA,1504.0,18000,8.9375,61,6.86308576,1053.862,0.7203219315895373,0.13883299798792756,0.14084507042253522
436,2016,OATS,MONTANA,1504.0,28000,10.0,68,6.78415271,1042.137,0.6496815286624203,0.12101910828025478,0.22929936305732485
437,2015,OATS,MONTANA,1696.0,22000,10.40625,65,6.769415888,1031.495,0.6321243523316062,0.13989637305699482,0.22797927461139897
438,2014,OATS,MONTANA,2208.0,16000,10.3125,60,6.320768488,1022.657,0.4897959183673469,0.1326530612244898,0.37755102040816324
439,2013,OATS,MONTANA,1728.0,22000,8.96875,68,6.705008504,1014.158,0.4426229508196721,0.18032786885245902,0.3770491803278688
440,2019,BARLEY,MONTANA,2832.0,760000,9.229166667,57,7.155685016,1070.123,0.7188940092165899,0.14285714285714285,0.1382488479262673
441,2018,BARLEY,MONTANA,2688.0,600000,9.625,68,6.991242362,1061.818,0.7361268403171007,0.11778029445073612,0.14609286523216308
442,2017,BARLEY,MONTANA,2448.0,565000,9.041666667,61,6.218923893,1053.862,0.7203219315895373,0.13883299798792756,0.14084507042253522
443,2016,BARLEY,MONTANA,2880.0,780000,10.66666667,68,7.199495368,1042.137,0.6496815286624203,0.12101910828025478,0.22929936305732485
444,2015,BARLEY,MONTANA,2496.0,860000,12.125,65,6.389882166,1031.495,0.6321243523316062,0.13989637305699482,0.22797927461139897
445,2014,BARLEY,MONTANA,2784.0,770000,11.10416667,60,6.623438282,1022.657,0.4897959183673469,0.1326530612244898,0.37755102040816324
446,2013,BARLEY,MONTANA,2496.0,830000,13.16666667,68,7.033012777,1014.158,0.4426229508196721,0.18032786885245902,0.3770491803278688
447,2019,CORN,MONTANA,5320.0,60000,6.607142857,57,6.904587016,1070.123,0.7188940092165899,0.14285714285714285,0.1382488479262673
448,2018,CORN,MONTANA,4760.0,68000,6.642857143,68,6.478557136,1061.818,0.7361268403171007,0.11778029445073612,0.14609286523216308
449,2017,CORN,MONTANA,3920.0,65000,6.089285714,61,7.063022095,1053.862,0.7203219315895373,0.13883299798792756,0.14084507042253522
450,2016,CORN,MONTANA,5600.0,55000,8.375,68,6.981758362,1042.137,0.6496815286624203,0.12101910828025478,0.22929936305732485
451,2015,CORN,MONTANA,6160.0,50000,7.839285714,65,6.227134139,1031.495,0.6321243523316062,0.13989637305699482,0.22797927461139897
452,2014,CORN,MONTANA,5600.0,75000,8.589285714,60,6.232836962,1022.657,0.4897959183673469,0.1326530612244898,0.37755102040816324
453,2013,CORN,MONTANA,6440.0,75000,9.517857143,68,7.140437859,1014.158,0.4426229508196721,0.18032786885245902,0.3770491803278688
454,2019,WHEAT,MONTANA,2544.0,5135000,7.616666667,57,6.42937879,1070.123,0.7188940092165899,0.14285714285714285,0.1382488479262673
455,2018,WHEAT,MONTANA,2298.0,5165000,8.166666667,68,6.248900919,1061.818,0.7361268403171007,0.11778029445073612,0.14609286523216308
456,2017,WHEAT,MONTANA,1638.0,4665000,7.716666667,61,6.619891498,1053.862,0.7203219315895373,0.13883299798792756,0.14084507042253522
457,2016,WHEAT,MONTANA,2544.0,4975000,6.733333333,68,6.377568542,1042.137,0.6496815286624203,0.12101910828025478,0.22929936305732485
458,2015,WHEAT,MONTANA,2106.0,5365000,7.666666667,65,6.415459592,1031.495,0.6321243523316062,0.13989637305699482,0.22797927461139897
459,2014,WHEAT,MONTANA,2226.0,5650000,8.166666667,60,6.320662012,1022.657,0.4897959183673469,0.1326530612244898,0.37755102040816324
460,2013,WHEAT,MONTANA,2340.0,5165000,11.41666667,68,6.978400282,1014.158,0.4426229508196721,0.18032786885245902,0.3770491803278688
461,2019,OATS,NEBRASKA,2016.0,18000,9.65625,65,7.085982325,1963.273,0.7189542483660131,0.09803921568627451,0.1830065359477124
462,2018,OATS,NEBRASKA,2208.0,22000,8.90625,69,6.698574085,1925.512,0.5988125530110263,0.14164546225614927,0.2595419847328244
463,2017,OATS,NEBRASKA,1568.0,35000,8.1875,59,6.594739424,1916.998,0.6821608040201005,0.08417085427135679,0.23366834170854273
464,2016,OATS,NEBRASKA,1920.0,25000,7.03125,59,6.647965508,1906.483,0.5387323943661971,0.12323943661971831,0.3380281690140845
465,2015,OATS,NEBRASKA,2144.0,40000,6.875,67,7.120032489,1892.059,0.4080717488789238,0.17937219730941703,0.4125560538116592
466,2014,OATS,NEBRASKA,2560.0,30000,9.40625,69,6.91380932,1879.955,0.3316582914572864,0.17587939698492464,0.49246231155778897
467,2013,OATS,NEBRASKA,2080.0,25000,13.0625,65,7.073048264,1865.813,0.22580645161290322,0.27419354838709675,0.5
468,2019,CORN,NEBRASKA,10192.0,9810000,6.285714286,65,6.86483915,1932.571,0.7189542483660131,0.09803921568627451,0.1830065359477124
469,2018,CORN,NEBRASKA,10752.0,9300000,6.196428571,69,6.487124217,1925.512,0.5988125530110263,0.14164546225614927,0.2595419847328244
470,2017,CORN,NEBRASKA,10136.0,9300000,6.357142857,59,6.605733068,1916.998,0.6821608040201005,0.08417085427135679,0.23366834170854273
471,2016,CORN,NEBRASKA,9968.0,9550000,6.107142857,59,6.860602782,1906.483,0.5387323943661971,0.12323943661971831,0.3380281690140845
472,2015,CORN,NEBRASKA,10360.0,9150000,6.589285714,67,6.41874299,1892.059,0.4080717488789238,0.17937219730941703,0.4125560538116592
473,2014,CORN,NEBRASKA,10024.0,8950000,7.053571429,69,6.365513634,1879.955,0.3316582914572864,0.17587939698492464,0.49246231155778897
474,2013,CORN,NEBRASKA,9464.0,9550000,8.232142857,65,6.556372966,1865.813,0.22580645161290322,0.27419354838709675,0.5
475,2019,WHEAT,NEBRASKA,3420.0,970000,8.566666667,65,6.626629798,1932.571,0.7189542483660131,0.09803921568627451,0.1830065359477124
476,2018,WHEAT,NEBRASKA,2940.0,1010000,8.466666667,69,6.702772465,1925.512,0.5988125530110263,0.14164546225614927,0.2595419847328244
477,2017,WHEAT,NEBRASKA,2760.0,1020000,7.566666667,59,7.011030515,1916.998,0.6821608040201005,0.08417085427135679,0.23366834170854273
478,2016,WHEAT,NEBRASKA,3240.0,1310000,6.916666667,59,6.890156495,1906.483,0.5387323943661971,0.12323943661971831,0.3380281690140845
479,2015,WHEAT,NEBRASKA,2280.0,1210000,9.35,67,6.821747052,1892.059,0.4080717488789238,0.17937219730941703,0.4125560538116592
480,2014,WHEAT,NEBRASKA,2940.0,1450000,9.566666667,69,7.183189922,1879.955,0.3316582914572864,0.17587939698492464,0.49246231155778897
481,2013,WHEAT,NEBRASKA,2100.0,1140000,11.18333333,65,6.27258822,1865.813,0.22580645161290322,0.27419354838709675,0.5
482,2018,WHEAT,NEVADA,6750.0,8000,8.75,54,6.679127482,3030.725,0.6064313177210765,0.1398112548060119,0.2537574274729116
483,2017,WHEAT,NEVADA,6342.0,14000,9.6,52,6.689825155,2972.097,0.6953488372093023,0.10872093023255813,0.19593023255813954
484,2016,WHEAT,NEVADA,4338.0,9000,7.816666667,30,6.583381939,2919.555,0.550321199143469,0.16274089935760172,0.28693790149892934
485,2015,WHEAT,NEVADA,4878.0,8000,7.816666667,51,6.725551062,2868.531,0.4348697394789579,0.21643286573146292,0.3486973947895792
486,2014,WHEAT,NEVADA,6300.0,10000,9.133333333,49,7.069747814,2818.935,0.3639921722113503,0.273972602739726,0.36203522504892366
487,2013,WHEAT,NEVADA,5220.0,15000,11.13333333,48,6.921993878,2776.956,0.34202898550724636,0.18840579710144928,0.46956521739130436
488,2019,CORN,NEW JERSEY,8680.0,68000,7.678571429,48,7.454532137,8891.258,0.7224489795918367,0.09959183673469388,0.17795918367346938
489,2018,CORN,NEW JERSEY,7896.0,60000,6.785714286,51,7.040056094,8891.73,0.6389678992279562,0.10991466883380739,0.2511174319382365
490,2017,CORN,NEW JERSEY,9352.0,70000,5.910714286,54,7.418650668,8888.147,0.6747107438016529,0.10446280991735538,0.22082644628099174
491,2016,CORN,NEW JERSEY,8120.0,71000,7.303571429,49,6.501869314,8873.584,0.5890968266883645,0.12367778681855167,0.2872253864930838
492,2015,CORN,NEW JERSEY,8232.0,72000,6.928571429,48,6.814410928,8870.312,0.5106035889070146,0.1199021207177814,0.3694942903752039
493,2014,CORN,NEW JERSEY,8792.0,79000,6.839285714,50,7.581442888,8867.277,0.352258064516129,0.2,0.447741935483871
494,2013,CORN,NEW JERSEY,7784.0,80000,8.821428571,35,7.741418772,8857.821,0.35837245696400627,0.1643192488262911,0.47730829420970267
495,2019,WHEAT,NEW JERSEY,3960.0,14000,8.616666667,54,7.22405917,8891.258,0.7224489795918367,0.09959183673469388,0.17795918367346938
496,2018,WHEAT,NEW JERSEY,3720.0,15000,8.133333333,49,7.551364319,8891.73,0.6389678992279562,0.10991466883380739,0.2511174319382365
497,2017,WHEAT,NEW JERSEY,3840.0,17000,7.166666667,48,6.928898659,8888.147,0.6747107438016529,0.10446280991735538,0.22082644628099174
498,2016,WHEAT,NEW JERSEY,3840.0,21000,7.45,50,7.747775263,8873.584,0.5890968266883645,0.12367778681855167,0.2872253864930838
499,2015,WHEAT,NEW JERSEY,3000.0,20000,8.433333333,35,6.706505915,8870.312,0.5106035889070146,0.1199021207177814,0.3694942903752039
500,2014,WHEAT,NEW JERSEY,3180.0,25000,9.583333333,52,6.668238556,8867.277,0.352258064516129,0.2,0.447741935483871
501,2013,WHEAT,NEW JERSEY,3240.0,29000,11.53333333,48,7.332375138,8857.821,0.35837245696400627,0.1643192488262911,0.47730829420970267
502,2019,CORN,NEW MEXICO,7560.0,48000,7.857142857,52,6.919243702,2099.634,0.7386363636363636,0.07272727272727272,0.18863636363636363
503,2018,CORN,NEW MEXICO,10472.0,35000,6.571428571,53,7.187721818,2093.754,0.7448586118251928,0.08547557840616966,0.16966580976863754
504,2017,CORN,NEW MEXICO,7504.0,43000,5.857142857,51,7.075886472,2092.844,0.7433554817275747,0.09634551495016612,0.16029900332225913
505,2016,CORN,NEW MEXICO,8400.0,41000,7.017857143,50,6.74441168,2092.555,0.578544061302682,0.10344827586206896,0.31800766283524906
506,2015,CORN,NEW MEXICO,10080.0,40000,6.785714286,48,6.726469088,2090.071,0.5925925925925926,0.11481481481481481,0.29259259259259257
507,2014,CORN,NEW MEXICO,10920.0,48000,6.517857143,49,6.628264883,2090.236,0.544973544973545,0.14814814814814814,0.30687830687830686
508,2013,CORN,NEW MEXICO,10640.0,38000,8.053571429,52,7.127064207,2092.833,0.43846153846153846,0.18461538461538463,0.3769230769230769
509,2019,WHEAT,NEW MEXICO,1800.0,110000,7.816666667,52,7.397190844,2099.634,0.7386363636363636,0.07272727272727272,0.18863636363636363
510,2018,WHEAT,NEW MEXICO,900.0,105000,8.066666667,53,6.880245789,2093.754,0.7448586118251928,0.08547557840616966,0.16966580976863754
511,2017,WHEAT,NEW MEXICO,1800.0,135000,7.45,51,6.581313137,2092.844,0.7433554817275747,0.09634551495016612,0.16029900332225913
512,2016,WHEAT,NEW MEXICO,1320.0,210000,6.65,50,7.296972161,2092.555,0.578544061302682,0.10344827586206896,0.31800766283524906
513,2015,WHEAT,NEW MEXICO,1500.0,190000,6.866666667,48,6.97297656,2090.071,0.5925925925925926,0.11481481481481481,0.29259259259259257
514,2014,WHEAT,NEW MEXICO,1680.0,105000,8.933333333,49,7.241148507,2090.236,0.544973544973545,0.14814814814814814,0.30687830687830686
515,2013,WHEAT,NEW MEXICO,2640.0,100000,10.91666667,52,6.92009048,2092.833,0.43846153846153846,0.18461538461538463,0.3769230769230769
516,2019,OATS,NEW YORK,1920.0,39000,11.28125,63,6.808041722,20104.71,0.7178378378378378,0.07891891891891892,0.20324324324324325
517,2018,OATS,NEW YORK,1728.0,43000,9.125,68,7.393631868,19544.098,0.6800100578325371,0.08468694996228313,0.23530299220517978
518,2017,OATS,NEW YORK,1760.0,35000,6.875,63,7.69950698,19593.849,0.706970808741426,0.0807146275323018,0.21231456372627214
519,2016,OATS,NEW YORK,1760.0,60000,6.78125,73,6.602888249,19636.391,0.6033007334963325,0.08231458842705787,0.31438467807660964
520,2015,OATS,NEW YORK,1856.0,40000,7.21875,72,6.734447425,19657.321,0.5535934291581108,0.10020533880903491,0.3462012320328542
521,2014,OATS,NEW YORK,2016.0,40000,11.4375,62,6.521217963,19653.431,0.4020552344251766,0.16377649325626203,0.4341682723185613
522,2013,OATS,NEW YORK,2144.0,46000,11.25,63,7.707332484,19626.488,0.38530980713992613,0.1362330734509643,0.47845711940910957
523,2019,BARLEY,NEW YORK,2496.0,4000,8.020833333,72,7.17620823,19463.131,0.7178378378378378,0.07891891891891892,0.20324324324324325
524,2018,BARLEY,NEW YORK,2784.0,8000,6.041666667,63,6.593961761,19544.098,0.6800100578325371,0.08468694996228313,0.23530299220517978
525,2015,BARLEY,NEW YORK,2160.0,9000,8.75,68,7.143942758,19657.321,0.5535934291581108,0.10020533880903491,0.3462012320328542
526,2014,BARLEY,NEW YORK,2256.0,8000,7.708333333,63,6.690655045,19653.431,0.4020552344251766,0.16377649325626203,0.4341682723185613
527,2013,BARLEY,NEW YORK,2496.0,8000,9.604166667,73,7.423530351,19626.488,0.38530980713992613,0.1362330734509643,0.47845711940910957
528,2019,CORN,NEW YORK,8848.0,520000,7.5,65,7.322555223,19463.131,0.7178378378378378,0.07891891891891892,0.20324324324324325
529,2018,CORN,NEW YORK,8904.0,605000,6.767857143,70,7.580527339,19544.098,0.6800100578325371,0.08468694996228313,0.23530299220517978
530,2017,CORN,NEW YORK,9016.0,485000,6.589285714,73,7.108450121,19593.849,0.706970808741426,0.0807146275323018,0.21231456372627214
531,2016,CORN,NEW YORK,7224.0,570000,6.928571429,72,7.358974541,19636.391,0.6033007334963325,0.08231458842705787,0.31438467807660964
532,2015,CORN,NEW YORK,8008.0,590000,6.964285714,63,7.405176138,19657.321,0.5535934291581108,0.10020533880903491,0.3462012320328542
533,2014,CORN,NEW YORK,8288.0,680000,7.446428571,68,6.500144962,19653.431,0.4020552344251766,0.16377649325626203,0.4341682723185613
534,2013,CORN,NEW YORK,7672.0,690000,9.232142857,63,7.167435834,19626.488,0.38530980713992613,0.1362330734509643,0.47845711940910957
535,2019,WHEAT,NEW YORK,3780.0,66000,6.466666667,63,7.251000789,19463.131,0.7178378378378378,0.07891891891891892,0.20324324324324325
536,2018,WHEAT,NEW YORK,4140.0,95000,8.733333333,65,6.513620918,19544.098,0.6800100578325371,0.08468694996228313,0.23530299220517978
537,2017,WHEAT,NEW YORK,4020.0,125000,8.9,68,7.121254928,19593.849,0.706970808741426,0.0807146275323018,0.21231456372627214
538,2016,WHEAT,NEW YORK,4440.0,115000,7.383333333,63,7.574561547,19636.391,0.6033007334963325,0.08231458842705787,0.31438467807660964
539,2015,WHEAT,NEW YORK,3780.0,110000,8.05,73,7.350869792,19657.321,0.5535934291581108,0.10020533880903491,0.3462012320328542
540,2014,WHEAT,NEW YORK,3780.0,95000,10.38333333,72,7.513151076,19653.431,0.4020552344251766,0.16377649325626203,0.4341682723185613
541,2013,WHEAT,NEW YORK,4080.0,115000,11.45,62,7.025607706,19626.488,0.38530980713992613,0.1362330734509643,0.47845711940910957
542,2019,OATS,NORTH CAROLINA,2272.0,7000,9.6875,70,6.621323612,10453.812,0.7458521870286576,0.07767722473604827,0.17647058823529413
543,2018,OATS,NORTH CAROLINA,2112.0,11000,9.6875,70,6.661870999,10391.358,0.654499457896639,0.10914347668955547,0.23635706541380558
544,2017,OATS,NORTH CAROLINA,2112.0,10000,8.125,74,7.733149554,10275.758,0.6862109605185621,0.10931054802592811,0.20447849145550973
545,2016,OATS,NORTH CAROLINA,1920.0,9000,6.875,72,7.402891666,10161.802,0.539714867617108,0.11608961303462322,0.34419551934826886
546,2015,OATS,NORTH CAROLINA,2112.0,16000,8.125,73,6.599147298,10037.218,0.4492753623188406,0.16618357487922705,0.38454106280193234
547,2014,OATS,NORTH CAROLINA,2144.0,17000,9.6875,74,7.04174124,9937.295,0.30010952902519167,0.21029572836801752,0.4895947426067908
548,2013,OATS,NORTH CAROLINA,2240.0,13000,10.3125,76,7.353876754,9846.717,0.30529172320217096,0.14925373134328357,0.5454545454545454
549,2019,BARLEY,NORTH CAROLINA,3168.0,6000,6.770833333,70,6.847382891,10501.384,0.7458521870286576,0.07767722473604827,0.17647058823529413
550,2018,BARLEY,NORTH CAROLINA,3840.0,9000,5.625,74,7.191522601,10391.358,0.654499457896639,0.10914347668955547,0.23635706541380558
551,2015,BARLEY,NORTH CAROLINA,3456.0,14000,7.083333333,72,7.01285529,10037.218,0.4492753623188406,0.16618357487922705,0.38454106280193234
552,2014,BARLEY,NORTH CAROLINA,3408.0,15000,7.916666667,73,7.368318809,9937.295,0.30010952902519167,0.21029572836801752,0.4895947426067908
553,2013,BARLEY,NORTH CAROLINA,3216.0,14000,8.333333333,74,7.26154329,9846.717,0.30529172320217096,0.14925373134328357,0.5454545454545454
554,2019,CORN,NORTH CAROLINA,6216.0,930000,7.875,70,7.76061831,10501.384,0.7458521870286576,0.07767722473604827,0.17647058823529413
555,2018,CORN,NORTH CAROLINA,6328.0,830000,6.392857143,70,6.781841984,10391.358,0.654499457896639,0.10914347668955547,0.23635706541380558
556,2017,CORN,NORTH CAROLINA,7952.0,840000,6.642857143,74,7.326980454,10275.758,0.6862109605185621,0.10931054802592811,0.20447849145550973
557,2016,CORN,NORTH CAROLINA,7224.0,940000,7.928571429,72,7.453975408,10161.802,0.539714867617108,0.11608961303462322,0.34419551934826886
558,2015,CORN,NORTH CAROLINA,6328.0,730000,8.410714286,73,7.604110177,10037.218,0.4492753623188406,0.16618357487922705,0.38454106280193234
559,2014,CORN,NORTH CAROLINA,7392.0,780000,7.428571429,74,7.728832424,9937.295,0.30010952902519167,0.21029572836801752,0.4895947426067908
560,2013,CORN,NORTH CAROLINA,7952.0,860000,8.767857143,76,7.491217102,9846.717,0.30529172320217096,0.14925373134328357,0.5454545454545454
561,2019,WHEAT,NORTH CAROLINA,3360.0,225000,,70,7.836719564,10501.384,0.7458521870286576,0.07767722473604827,0.17647058823529413
562,2018,WHEAT,NORTH CAROLINA,3420.0,370000,7.85,74,6.139215944,10391.358,0.654499457896639,0.10914347668955547,0.23635706541380558
563,2017,WHEAT,NORTH CAROLINA,3300.0,375000,6.716666667,72,6.590571088,10275.758,0.6862109605185621,0.10931054802592811,0.20447849145550973
564,2016,WHEAT,NORTH CAROLINA,2460.0,355000,5.233333333,73,7.286049978,10161.802,0.539714867617108,0.11608961303462322,0.34419551934826886
565,2015,WHEAT,NORTH CAROLINA,3180.0,570000,7.416666667,74,6.058306161,10037.218,0.4492753623188406,0.16618357487922705,0.38454106280193234
566,2014,WHEAT,NORTH CAROLINA,3480.0,770000,9.616666667,76,6.658605362,9937.295,0.30010952902519167,0.21029572836801752,0.4895947426067908
567,2013,WHEAT,NORTH CAROLINA,3420.0,925000,11.58333333,77,7.299360767,9846.717,0.30529172320217096,0.14925373134328357,0.5454545454545454
568,2019,OATS,NORTH DAKOTA,2752.0,115000,7.71875,65,7.397546271,779.563,0.7567567567567568,0.12162162162162163,0.12162162162162163
569,2018,OATS,NORTH DAKOTA,2624.0,105000,7.53125,67,7.722335992,760.062,0.5863095238095238,0.17261904761904762,0.24107142857142858
570,2017,OATS,NORTH DAKOTA,1856.0,80000,7.96875,66,7.475926645,756.755,0.6891891891891891,0.11711711711711711,0.19369369369369369
571,2016,OATS,NORTH DAKOTA,2112.0,110000,7.03125,65,6.887130053,756.114,0.4246575342465753,0.2328767123287671,0.3424657534246575
572,2015,OATS,NORTH DAKOTA,2368.0,140000,6.25,71,7.441976825,755.537,0.3950617283950617,0.2345679012345679,0.37037037037037035
573,2014,OATS,NORTH DAKOTA,2336.0,105000,7.5625,68,7.629910253,738.736,0.147239263803681,0.15950920245398773,0.6932515337423313
574,2013,OATS,NORTH DAKOTA,1984.0,135000,9.8125,65,7.336117221,723.149,0.24074074074074073,0.24074074074074073,0.5185185185185185
575,2019,BARLEY,NORTH DAKOTA,3456.0,445000,8.666666667,70,7.135251532,763.724,0.7567567567567568,0.12162162162162163,0.12162162162162163
576,2018,BARLEY,NORTH DAKOTA,3552.0,385000,8.833333333,66,7.670178119,760.062,0.5863095238095238,0.17261904761904762,0.24107142857142858
577,2017,BARLEY,NORTH DAKOTA,3120.0,400000,8.979166667,65,7.399749291,756.755,0.6891891891891891,0.11711711711711711,0.19369369369369369
578,2016,BARLEY,NORTH DAKOTA,3216.0,640000,9.3125,67,7.841496029,756.114,0.4246575342465753,0.2328767123287671,0.3424657534246575
579,2015,BARLEY,NORTH DAKOTA,3072.0,1050000,10.16666667,66,6.254216611,755.537,0.3950617283950617,0.2345679012345679,0.37037037037037035
580,2014,BARLEY,NORTH DAKOTA,3216.0,535000,11.04166667,65,6.868881708,738.736,0.147239263803681,0.15950920245398773,0.6932515337423313
581,2013,BARLEY,NORTH DAKOTA,3072.0,720000,12.6875,71,7.320514721,723.149,0.24074074074074073,0.24074074074074073,0.5185185185185185
582,2019,CORN,NORTH DAKOTA,7336.0,3130000,5.482142857,67,6.890760124,763.724,0.7567567567567568,0.12162162162162163,0.12162162162162163
583,2018,CORN,NORTH DAKOTA,8568.0,2930000,,66,6.155915975,760.062,0.5863095238095238,0.17261904761904762,0.24107142857142858
584,2017,CORN,NORTH DAKOTA,7784.0,3230000,,70,6.167855382,756.755,0.6891891891891891,0.11711711711711711,0.19369369369369369
585,2016,CORN,NORTH DAKOTA,8848.0,3270000,6.125,66,6.861640036,756.114,0.4246575342465753,0.2328767123287671,0.3424657534246575
586,2015,CORN,NORTH DAKOTA,7168.0,2560000,6.589285714,65,6.978361689,755.537,0.3950617283950617,0.2345679012345679,0.37037037037037035
587,2014,CORN,NORTH DAKOTA,6944.0,2530000,6.625,67,7.043160241,738.736,0.147239263803681,0.15950920245398773,0.6932515337423313
588,2013,CORN,NORTH DAKOTA,6160.0,3600000,8.071428571,66,5.94239222,723.149,0.24074074074074073,0.24074074074074073,0.5185185185185185
589,2019,WHEAT,NORTH DAKOTA,2904.0,6630000,8.25,65,7.505283615,763.724,0.7567567567567568,0.12162162162162163,0.12162162162162163
